id,name,country,country_code,position,price,is_eliminated,photo_url,created_at,current_price,opta_name
723,Denzel Dumfries,Netherlands,NED,DEF,5.7,false,,2026-06-07 20:08:13.783269,6,D. Dumfries
724,Mark Flekken,Netherlands,NED,GK,4.7,false,,2026-06-07 20:08:13.783269,4.7,
725,Jorrel Hato,Netherlands,NED,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,J. Hato
726,Quinten Timber,Netherlands,NED,MID,6.8,false,,2026-06-07 20:08:13.783269,6.8,Q. Timber
727,Ørjan Nyland,Norway,NOR,GK,4.2,false,,2026-06-07 20:08:13.783269,4.2,Ø. Nyland
728,Morten Thorsby,Norway,NOR,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,M. Thorsby
729,Kristoffer Ajer,Norway,NOR,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,K. Ajer
730,Leo Østigård,Norway,NOR,DEF,4.1,false,,2026-06-07 20:08:13.783269,4.1,L. Østigård
731,David Møller Wolfe,Norway,NOR,DEF,4.0,false,,2026-06-07 20:08:13.783269,4.0,D. Møller Wolfe
732,Patrick Berg,Norway,NOR,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,P. Berg
733,Alexander Sørloth,Norway,NOR,FWD,6.8,false,,2026-06-07 20:08:13.783269,6.8,A. Sørloth
734,Sander Berge,Norway,NOR,MID,4.7,false,,2026-06-07 20:08:13.783269,4.7,S. Berge
735,Erling Haaland,Norway,NOR,FWD,10.5,false,,2026-06-07 20:08:13.783269,10.5,E. Haaland
736,Martin Ødegaard,Norway,NOR,MID,7.7,false,,2026-06-07 20:08:13.783269,7.7,M. Ødegaard
737,Jørgen Strand Larsen,Norway,NOR,FWD,5.6,false,,2026-06-07 20:08:13.783269,5.6,J. Strand Larsen
738,Sander Tangvik,Norway,NOR,GK,3.5,false,,2026-06-07 20:08:13.783269,3.5,
739,Egil Selvik,Norway,NOR,GK,3.8,false,,2026-06-07 20:08:13.783269,3.8,E. Selvik
740,Fredrik Aursnes,Norway,NOR,MID,6.5,false,,2026-06-07 20:08:13.783269,6.5,F. Aursnes
741,Fredrik Bjørkan,Norway,NOR,DEF,4.0,false,,2026-06-07 20:08:13.783269,4.0,F. Bjørkan
742,Marcus Pedersen,Norway,NOR,DEF,4.1,false,,2026-06-07 20:08:13.783269,4.1,M. Pedersen
743,Torbjørn Heggem,Norway,NOR,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,T. Heggem
744,Kristian Thorstvedt,Norway,NOR,MID,6.2,false,,2026-06-07 20:08:13.783269,6.2,K. Thorstvedt
745,Antonio Nusa,Norway,NOR,FWD,6.1,false,,2026-06-07 20:08:13.783269,6.1,A. Nusa
746,Andreas Schjelderup,Norway,NOR,MID,6.2,false,,2026-06-07 20:08:13.783269,6.2,A. Schjelderup
747,Oscar Bobb,Norway,NOR,MID,5.1,false,,2026-06-07 20:08:13.783269,5.1,O. Bobb
748,Jens Petter Hauge,Norway,NOR,MID,5.9,false,,2026-06-07 20:08:13.783269,5.9,J. Hauge
749,Sondre Langås,Norway,NOR,DEF,4.0,false,,2026-06-07 20:08:13.783269,4.0,S. Langås
750,Henrik Falchener,Norway,NOR,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,H. Falchener
751,Julian Ryerson,Norway,NOR,FWD,4.2,false,,2026-06-07 20:08:13.783269,4.2,J. Ryerson
752,Thelo Aasgaard,Norway,NOR,MID,5.5,false,,2026-06-07 20:08:13.783269,5.5,T. Aasgaard
753,Francis de Vries,New Zealand,NZL,DEF,3.6,false,,2026-06-07 20:08:13.783269,3.6,F. de Vries
754,Tyler Bindon,New Zealand,NZL,DEF,3.6,false,,2026-06-07 20:08:13.783269,3.6,T. Bindon
755,Michael Boxall,New Zealand,NZL,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,M. Boxall
756,Joe Bell,New Zealand,NZL,MID,5.1,false,,2026-06-07 20:08:13.783269,5.1,J. Bell
757,Matthew Garbett,New Zealand,NZL,MID,5.0,false,,2026-06-07 20:08:13.783269,5.0,
758,Marko Stamenic,New Zealand,NZL,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,M. Stamenić
759,Sarpreet Singh,New Zealand,NZL,MID,5.3,false,,2026-06-07 20:08:13.783269,5.3,S. Singh
760,Elijah Just,New Zealand,NZL,MID,4.2,false,,2026-06-07 20:08:13.783269,4.2,E. Just
761,Liberato Cacace,New Zealand,NZL,DEF,4.1,false,,2026-06-07 20:08:13.783269,4.1,L. Cacace
762,Alex Rufer,New Zealand,NZL,MID,4.9,false,,2026-06-07 20:08:13.783269,4.9,
763,Nando Pijnaker,New Zealand,NZL,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,
764,Finn Surman,New Zealand,NZL,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,F. Surman
765,Kosta Barbarouses,New Zealand,NZL,FWD,4.4,false,,2026-06-07 20:08:13.783269,4.4,
766,Callum McCowatt,New Zealand,NZL,MID,4.7,false,,2026-06-07 20:08:13.783269,4.7,C. McCowatt
767,Jesse Randall,New Zealand,NZL,FWD,4.0,false,,2026-06-07 20:08:13.783269,4.0,J. Randall
768,Michael Woud,New Zealand,NZL,GK,3.7,false,,2026-06-07 20:08:13.783269,3.7,
769,Ryan Thomas,New Zealand,NZL,MID,5.3,false,,2026-06-07 20:08:13.783269,5.3,R. Thomas
770,Callan Elliot,New Zealand,NZL,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,C. Elliot
771,Lachlan Bayliss,New Zealand,NZL,MID,4.0,false,,2026-06-07 20:08:13.783269,4.0,
772,Max Crocombe,New Zealand,NZL,GK,3.9,false,,2026-06-07 20:08:13.783269,3.9,M. Crocombe
773,Tim Payne,New Zealand,NZL,DEF,3.6,false,,2026-06-07 20:08:13.783269,3.6,T. Payne
774,Chris Wood,New Zealand,NZL,FWD,6.5,false,,2026-06-07 20:08:13.783269,6.5,C. Wood
775,Alex Paulsen,New Zealand,NZL,GK,3.8,false,,2026-06-07 20:08:13.783269,3.8,
776,Ben Waine,New Zealand,NZL,FWD,4.2,false,,2026-06-07 20:08:13.783269,4.2,
777,Ben Old,New Zealand,NZL,MID,4.2,false,,2026-06-07 20:08:13.783269,4.2,B. Old
778,Tommy Smith,New Zealand,NZL,DEF,3.6,false,,2026-06-07 20:08:13.783269,3.6,
779,Luis Mejía,Panama,PAN,GK,4.0,false,,2026-06-07 20:08:13.783269,4.0,
780,César Blackman,Panama,PAN,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,C. Blackman
781,José Córdoba,Panama,PAN,DEF,4.0,false,,2026-06-07 20:08:13.783269,4.0,J. Córdoba
782,Cristian Martínez,Panama,PAN,MID,5.3,false,,2026-06-07 20:08:13.783269,5.3,C. Martínez
783,José Luis Rodríguez,Panama,PAN,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,J. Rodríguez
784,Adalberto Carrasquilla,Panama,PAN,MID,6.5,false,,2026-06-07 20:08:13.783269,6.5,
785,Ismael Díaz,Panama,PAN,MID,4.9,false,,2026-06-07 20:08:13.783269,4.9,I. Díaz
786,Yoel Bárcenas,Panama,PAN,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,Y. Bárcenas
787,César Samudio,Panama,PAN,GK,3.6,false,,2026-06-07 20:08:13.783269,3.6,
788,Jiovany Ramos,Panama,PAN,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,J. Ramos
789,Carlos Harvey,Panama,PAN,DEF,4.9,false,,2026-06-07 20:08:13.783269,4.9,C. Harvey
790,Éric Davis,Panama,PAN,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,É. Davis
791,Andrés Andrade,Panama,PAN,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,A. Andrade
792,José Fajardo,Panama,PAN,FWD,4.7,false,,2026-06-07 20:08:13.783269,4.7,J. Fajardo
793,Cecilio Waterman,Panama,PAN,FWD,5.0,false,,2026-06-07 20:08:13.783269,5.0,C. Waterman
794,Aníbal Godoy,Panama,PAN,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,A. Godoy
795,César Yanis,Panama,PAN,MID,4.4,false,,2026-06-07 20:08:13.783269,4.4,
796,Orlando Mosquera,Panama,PAN,GK,3.9,false,,2026-06-07 20:08:13.783269,3.9,O. Mosquera
797,Amir Murillo,Panama,PAN,DEF,5.0,false,,2026-06-07 20:08:13.783269,5.0,A. Murillo
798,Roderick Miller,Panama,PAN,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,
799,Jorge Gutiérrez,Panama,PAN,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,J. Gutiérrez
800,Roberto Fernández,Paraguay,PAR,GK,4.0,false,,2026-06-07 20:08:13.783269,4.0,
801,Gustavo Velázquez,Paraguay,PAR,DEF,3.8,false,,2026-06-07 20:08:13.783269,3.8,G. Velázquez
802,Omar Alderete,Paraguay,PAR,DEF,4.1,false,,2026-06-07 20:08:13.783269,4.1,O. Alderete
803,Juan José Cáceres,Paraguay,PAR,DEF,3.8,false,,2026-06-07 20:08:13.783269,3.8,J. Cáceres
804,Fabián Balbuena,Paraguay,PAR,DEF,4.0,false,,2026-06-07 20:08:13.783269,4.0,F. Balbuena
805,Júnior Alonso,Paraguay,PAR,DEF,4.1,false,,2026-06-07 20:08:13.783269,4.1,J. Alonso
806,Ramón Sosa,Paraguay,PAR,MID,5.3,false,,2026-06-07 20:08:13.783269,5.3,
807,Diego Gómez,Paraguay,PAR,MID,6.8,false,,2026-06-07 20:08:13.783269,6.8,D. Gómez
808,Antonio Sanabria,Paraguay,PAR,FWD,6.5,false,,2026-06-07 20:08:13.783269,6.5,A. Sanabria
809,Miguel Almirón,Paraguay,PAR,MID,6.0,false,,2026-06-07 20:08:13.783269,6.0,M. Almirón
810,Maurício Magalhães Prado,Paraguay,PAR,MID,4.6,false,,2026-06-07 20:08:13.783269,4.6,Mauricio
811,Orlando Gill,Paraguay,PAR,GK,3.5,false,,2026-06-07 20:08:13.783269,3.5,O. Gill
812,José Canale,Paraguay,PAR,DEF,3.6,false,,2026-06-07 20:08:13.783269,3.6,J. Canale
813,Andrés Cubas,Paraguay,PAR,MID,4.7,false,,2026-06-07 20:08:13.783269,4.7,A. Cubas
814,Gustavo Gómez,Paraguay,PAR,DEF,4.6,false,,2026-06-07 20:08:13.783269,4.6,G. Gómez
815,Damián Bobadilla,Paraguay,PAR,MID,5.5,false,,2026-06-07 20:08:13.783269,5.5,D. Bobadilla
816,Alejandro Romero,Paraguay,PAR,FWD,4.7,false,,2026-06-07 20:08:13.783269,4.7,
817,Álex Arce,Paraguay,PAR,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,Á. Arce
818,Julio Enciso,Paraguay,PAR,FWD,6.6,false,,2026-06-07 20:08:13.783269,6.6,J. Enciso
819,Braian Ojeda,Paraguay,PAR,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,B. Ojeda
820,Gabriel Ávalos,Paraguay,PAR,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,G. Ávalos
821,Gastón Olveira,Paraguay,PAR,GK,3.8,false,,2026-06-07 20:08:13.783269,3.8,
822,Matías Galarza,Paraguay,PAR,MID,4.8,false,,2026-06-07 20:08:13.783269,4.8,M. Galarza
823,Gustavo Caballero,Paraguay,PAR,MID,4.2,false,,2026-06-07 20:08:13.783269,4.2,G. Caballero
824,Isidro Pitta,Paraguay,PAR,FWD,5.9,false,,2026-06-07 20:08:13.783269,5.9,I. Pitta
825,Alexandro Maidana,Paraguay,PAR,DEF,4.0,false,,2026-06-07 20:08:13.783269,4.0,A. Maidana
826,Diogo Costa,Portugal,POR,GK,4.9,false,,2026-06-07 20:08:13.783269,4.9,Diogo Costa
827,Nélson Semedo,Portugal,POR,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,Nélson Semedo
828,Rúben Dias,Portugal,POR,DEF,5.0,false,,2026-06-07 20:08:13.783269,5,Rúben Dias
829,Tomás Araújo,Portugal,POR,DEF,4.1,false,,2026-06-07 20:08:13.783269,4.1,Tomás Araújo
830,Diogo Dalot,Portugal,POR,DEF,5.0,false,,2026-06-07 20:08:13.783269,5.0,Diogo Dalot
831,Matheus Nunes,Portugal,POR,MID,6.1,false,,2026-06-07 20:08:13.783269,6.1,Matheus Nunes
832,Cristiano Ronaldo,Portugal,POR,FWD,10.0,false,,2026-06-07 20:08:13.783269,10,Cristiano Ronaldo
833,Bruno Fernandes,Portugal,POR,MID,8.5,false,,2026-06-07 20:08:13.783269,9.4,Bruno Fernandes
834,Gonçalo Ramos,Portugal,POR,FWD,7.5,false,,2026-06-07 20:08:13.783269,7.5,Gonçalo Ramos
835,Bernardo Silva,Portugal,POR,MID,7.8,false,,2026-06-07 20:08:13.783269,7.8,Bernardo Silva
836,João Félix,Portugal,POR,FWD,6.5,false,,2026-06-07 20:08:13.783269,6.5,João Félix
837,José Sá,Portugal,POR,GK,4.7,false,,2026-06-07 20:08:13.783269,4.7,
838,Renato Veiga,Portugal,POR,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,Renato Veiga
839,Gonçalo Inácio,Portugal,POR,DEF,4.6,false,,2026-06-07 20:08:13.783269,4.6,
840,João Neves,Portugal,POR,MID,6.5,false,,2026-06-07 20:08:13.783269,6.5,João Neves
841,Trincão,Portugal,POR,FWD,5.9,false,,2026-06-07 20:08:13.783269,5.9,Trincão
842,Rafael Leão,Portugal,POR,FWD,7.8,false,,2026-06-07 20:08:13.783269,7.8,Rafael Leão
843,Pedro Neto,Portugal,POR,FWD,6.4,false,,2026-06-07 20:08:13.783269,6.4,Pedro Neto
844,Gonçalo Guedes,Portugal,POR,FWD,5.8,false,,2026-06-07 20:08:13.783269,5.8,
845,João Cancelo,Portugal,POR,DEF,5.3,false,,2026-06-07 20:08:13.783269,5.3,João Cancelo
846,Rúben Neves,Portugal,POR,MID,5.9,false,,2026-06-07 20:08:13.783269,5.9,Rúben Neves
847,Rui Silva,Portugal,POR,GK,4.7,false,,2026-06-07 20:08:13.783269,4.7,
848,Nuno Mendes,Portugal,POR,DEF,5.8,false,,2026-06-07 20:08:13.783269,5.8,Nuno Mendes
849,Francisco Conceição,Portugal,POR,FWD,5.7,false,,2026-06-07 20:08:13.783269,5.7,Francisco Conceição
850,Pedro Miguel,Qatar,QAT,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,Pedro Miguel
851,Lucas Mendes,Qatar,QAT,DEF,3.8,false,,2026-06-07 20:08:13.783269,3.8,Lucas Mendes
852,Jassem Gaber,Qatar,QAT,DEF,5.0,false,,2026-06-07 20:08:13.783269,5.0,Jassem Gaber
853,Edmílson Junior,Qatar,QAT,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,Edmílson Junior
854,Mohammed Muntari,Qatar,QAT,FWD,5.3,false,,2026-06-07 20:08:13.783269,5.3,
855,Akram Afif,Qatar,QAT,FWD,5.9,false,,2026-06-07 20:08:13.783269,5.9,Akram Afif
856,Karim Boudiaf,Qatar,QAT,MID,4.9,false,,2026-06-07 20:08:13.783269,4.9,Karim Boudiaf
857,Yusuf Abdurisag,Qatar,QAT,FWD,4.4,false,,2026-06-07 20:08:13.783269,4.4,Yusuf Abdurisag
858,Boualem Khoukhi,Qatar,QAT,DEF,3.8,false,,2026-06-07 20:08:13.783269,3.8,Boualem Khoukhi
859,Sultan Al Brake,Qatar,QAT,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,Sultan Al Brake
860,Almoez Ali,Qatar,QAT,FWD,5.3,false,,2026-06-07 20:08:13.783269,5.3,Almoez Ali
861,Ahmed Fathy,Qatar,QAT,MID,4.7,false,,2026-06-07 20:08:13.783269,4.7,Ahmed Fathy
862,Salah Zakaria,Qatar,QAT,GK,3.7,false,,2026-06-07 20:08:13.783269,3.7,
863,Meshaal Barsham,Qatar,QAT,GK,4.1,false,,2026-06-07 20:08:13.783269,4.1,
864,Assim Madibo,Qatar,QAT,MID,5.1,false,,2026-06-07 20:08:13.783269,5.1,Assim Madibo
865,Tahsin Jamshid,Qatar,QAT,FWD,4.5,false,,2026-06-07 20:08:13.783269,4.5,
866,Mahmud Abunada,Qatar,QAT,GK,3.5,false,,2026-06-07 20:08:13.783269,3.5,Mahmud Abunada
867,Mohammad Al Mannai,Qatar,QAT,FWD,4.2,false,,2026-06-07 20:08:13.783269,4.2,Mohammad Al Mannai
868,Ronwen Williams,South Africa,RSA,GK,4.5,false,,2026-06-07 20:08:13.783269,4.5,R. Williams
869,Thabang Matuludi,South Africa,RSA,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,
870,Khulumani Ndamane,South Africa,RSA,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,
871,Teboho Mokoena,South Africa,RSA,MID,4.3,false,,2026-06-07 20:08:13.783269,4.3,T. Mokoena
872,Thalente Mbatha,South Africa,RSA,MID,4.9,false,,2026-06-07 20:08:13.783269,4.9,T. Mbatha
873,Aubrey Modiba,South Africa,RSA,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,A. Modiba
874,Oswin Appollis,South Africa,RSA,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,O. Appollis
875,Tshepang Moremi,South Africa,RSA,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,T. Moremi
876,Lyle Foster,South Africa,RSA,FWD,5.4,false,,2026-06-07 20:08:13.783269,5.4,
877,Relebohile Mofokeng,South Africa,RSA,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,R. Mofokeng
878,Themba Zwane,South Africa,RSA,MID,4.3,false,,2026-06-07 20:08:13.783269,4.3,
879,Thapelo Maseko,South Africa,RSA,FWD,4.2,false,,2026-06-07 20:08:13.783269,4.2,T. Maseko
880,Mbekezeli Mbokazi,South Africa,RSA,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,M. Mbokazi
881,Iqraam Rayners,South Africa,RSA,FWD,5.3,false,,2026-06-07 20:08:13.783269,5.3,I. Rayners
882,Sipho Chaine,South Africa,RSA,GK,3.7,false,,2026-06-07 20:08:13.783269,3.7,
883,Evidence Makgopa,South Africa,RSA,FWD,4.5,false,,2026-06-07 20:08:13.783269,4.5,E. Makgopa
884,Samukele Kabini,South Africa,RSA,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,
885,Nkosinathi Sibisi,South Africa,RSA,DEF,3.6,false,,2026-06-07 20:08:13.783269,3.6,
886,Khuliso Mudau,South Africa,RSA,DEF,3.6,false,,2026-06-07 20:08:13.783269,3.6,K. Mudau
887,Ime Okon,South Africa,RSA,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,I. Okon
888,Ricardo Goss,South Africa,RSA,GK,3.7,false,,2026-06-07 20:08:13.783269,3.7,
889,Jayden Adams,South Africa,RSA,MID,4.0,false,,2026-06-07 20:08:13.783269,4.0,J. Adams
890,Olwethu Makhanya,South Africa,RSA,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,
891,Kamogelo Sebelebele,South Africa,RSA,FWD,4.5,false,,2026-06-07 20:08:13.783269,4.5,K. Sebelebele
892,Bradley Cross,South Africa,RSA,DEF,3.6,false,,2026-06-07 20:08:13.783269,3.6,
893,Yaya Sithole,South Africa,RSA,MID,5.1,false,,2026-06-07 20:08:13.783269,5.1,Y. Sithole
894,Angus Gunn,Scotland,SCO,GK,3.6,false,,2026-06-07 20:08:13.783269,3.6,A. Gunn
895,Aaron Hickey,Scotland,SCO,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,A. Hickey
896,Scott McTominay,Scotland,SCO,MID,6.5,false,,2026-06-07 20:08:13.783269,6.5,S. McTominay
897,Grant Hanley,Scotland,SCO,DEF,3.5,false,,2026-06-07 20:08:13.783269,3.5,G. Hanley
898,Kieran Tierney,Scotland,SCO,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,K. Tierney
899,John McGinn,Scotland,SCO,MID,6.0,false,,2026-06-07 20:08:13.783269,6.0,J. McGinn
900,Lyndon Dykes,Scotland,SCO,FWD,4.6,false,,2026-06-07 20:08:13.783269,4.6,L. Dykes
901,Ché Adams,Scotland,SCO,FWD,5.4,false,,2026-06-07 20:08:13.783269,5.4,C. Adams
902,Ryan Christie,Scotland,SCO,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,R. Christie
903,Liam Kelly,Scotland,SCO,GK,3.7,false,,2026-06-07 20:08:13.783269,3.7,
904,Jack Hendry,Scotland,SCO,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,J. Hendry
905,Ross Stewart,Scotland,SCO,FWD,5.4,false,,2026-06-07 20:08:13.783269,5.4,R. Stewart
906,John Souttar,Scotland,SCO,DEF,3.8,false,,2026-06-07 20:08:13.783269,3.8,
907,Dominic Hyam,Scotland,SCO,DEF,3.6,false,,2026-06-07 20:08:13.783269,3.6,
908,Ben Gannon-Doak,Scotland,SCO,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,B. Gannon-Doak
909,George Hirst,Scotland,SCO,FWD,4.6,false,,2026-06-07 20:08:13.783269,4.6,
910,Lewis Ferguson,Scotland,SCO,MID,4.8,false,,2026-06-07 20:08:13.783269,4.8,L. Ferguson
911,Lawrence Shankland,Scotland,SCO,FWD,5.5,false,,2026-06-07 20:08:13.783269,5.5,L. Shankland
912,Craig Gordon,Scotland,SCO,GK,3.5,false,,2026-06-07 20:08:13.783269,3.5,
913,Nathan Patterson,Scotland,SCO,DEF,4.0,false,,2026-06-07 20:08:13.783269,4.0,N. Patterson
914,Anthony Ralston,Scotland,SCO,DEF,3.8,false,,2026-06-07 20:08:13.783269,3.8,A. Ralston
915,Findlay Curtis,Scotland,SCO,FWD,4.0,false,,2026-06-07 20:08:13.783269,4.0,F. Curtis
916,Scott McKenna,Scotland,SCO,DEF,3.8,false,,2026-06-07 20:08:13.783269,3.8,S. McKenna
917,Andy Robertson,Scotland,SCO,DEF,5.0,false,,2026-06-07 20:08:13.783269,5.0,A. Robertson
918,Kenny McLean,Scotland,SCO,MID,4.8,false,,2026-06-07 20:08:13.783269,4.8,K. McLean
919,Yehvann Diouf,Senegal,SEN,GK,3.9,false,,2026-06-07 20:08:13.783269,3.9,
920,Mamadou Sarr,Senegal,SEN,DEF,4.7,false,,2026-06-07 20:08:13.783269,4.7,
921,Kalidou Koulibaly,Senegal,SEN,DEF,4.9,false,,2026-06-07 20:08:13.783269,4.9,K. Koulibaly
922,Abdoulaye Seck,Senegal,SEN,DEF,3.8,false,,2026-06-07 20:08:13.783269,3.8,A. Seck
923,Idrissa Gueye,Senegal,SEN,MID,4.9,false,,2026-06-07 20:08:13.783269,4.9,I. Gueye
924,Pathé Ciss,Senegal,SEN,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,P. Ciss
925,Assane Diao,Senegal,SEN,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,A. Diao
926,Lamine Camara,Senegal,SEN,MID,6.2,false,,2026-06-07 20:08:13.783269,6.2,L. Camara
927,Bamba Dieng,Senegal,SEN,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,B. Dieng
928,Sadio Mané,Senegal,SEN,FWD,7.6,false,,2026-06-07 20:08:13.783269,7.6,S. Mané
929,Nicolas Jackson,Senegal,SEN,FWD,6.7,false,,2026-06-07 20:08:13.783269,6.7,N. Jackson
930,Cherif Ndiaye,Senegal,SEN,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,
931,Iliman Ndiaye,Senegal,SEN,FWD,6.5,false,,2026-06-07 20:08:13.783269,6.5,I. Ndiaye
932,Ismail Jakobs,Senegal,SEN,DEF,4.1,false,,2026-06-07 20:08:13.783269,4.1,I. Jakobs
933,Krépin Diatta,Senegal,SEN,DEF,6.1,false,,2026-06-07 20:08:13.783269,6.1,K. Diatta
934,Édouard Mendy,Senegal,SEN,GK,4.5,false,,2026-06-07 20:08:13.783269,4.5,É. Mendy
935,Pape Matar Sarr,Senegal,SEN,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,P. Sarr
936,Ismaïla Sarr,Senegal,SEN,FWD,6.2,false,,2026-06-07 20:08:13.783269,6.2,I. Sarr
937,Moussa Niakhaté,Senegal,SEN,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,M. Niakhaté
938,Ibrahim Mbaye,Senegal,SEN,FWD,4.4,false,,2026-06-07 20:08:13.783269,4.4,I. Mbaye
939,Habib Diarra,Senegal,SEN,MID,6.2,false,,2026-06-07 20:08:13.783269,6.2,H. Diarra
940,Bara Sapoko Ndiaye,Senegal,SEN,MID,4.5,false,,2026-06-07 20:08:13.783269,4.5,B. Ndiaye
941,Mory Diaw,Senegal,SEN,GK,3.8,false,,2026-06-07 20:08:13.783269,3.8,M. Diaw
942,Antoine Mendy,Senegal,SEN,DEF,3.7,false,,2026-06-07 20:08:13.783269,3.7,
943,El Hadji Malick Diouf,Senegal,SEN,DEF,4.1,false,,2026-06-07 20:08:13.783269,4.1,E. Diouf
944,Pape Gueye,Senegal,SEN,MID,5.9,false,,2026-06-07 20:08:13.783269,5.9,P. Gueye
945,Gregor Kobel,Switzerland,SUI,GK,4.7,false,,2026-06-07 20:08:13.783269,4.7,G. Kobel
946,Miro Muheim,Switzerland,SUI,DEF,4.0,false,,2026-06-07 20:08:13.783269,4.0,M. Muheim
947,Silvan Widmer,Switzerland,SUI,DEF,4.2,false,,2026-06-07 20:08:13.783269,4.2,S. Widmer
948,Nico Elvedi,Switzerland,SUI,DEF,4.3,false,,2026-06-07 20:08:13.783269,4.3,N. Elvedi
949,Manuel Akanji,Switzerland,SUI,DEF,5.0,false,,2026-06-07 20:08:13.783269,5.0,M. Akanji
950,Denis Zakaria,Switzerland,SUI,MID,6.1,false,,2026-06-07 20:08:13.783269,6.1,D. Zakaria
951,Breel Embolo,Switzerland,SUI,FWD,7.5,false,,2026-06-07 20:08:13.783269,7.5,B. Embolo
952,Remo Freuler,Switzerland,SUI,MID,5.9,false,,2026-06-07 20:08:13.783269,5.9,R. Freuler
953,Johan Manzambi,Switzerland,SUI,MID,5.6,false,,2026-06-07 20:08:13.783269,5.6,J. Manzambi
954,Granit Xhaka,Switzerland,SUI,MID,6.2,false,,2026-06-07 20:08:13.783269,6.2,G. Xhaka
955,Dan Ndoye,Switzerland,SUI,FWD,6.8,false,,2026-06-07 20:08:13.783269,6.8,D. Ndoye
956,Yvon Mvogo,Switzerland,SUI,GK,4.2,false,,2026-06-07 20:08:13.783269,4.2,
957,Ricardo Rodríguez,Switzerland,SUI,DEF,4.5,false,,2026-06-07 20:08:13.783269,4.5,R. Rodríguez
958,Ardon Jashari,Switzerland,SUI,MID,5.2,false,,2026-06-07 20:08:13.783269,5.2,A. Jashari
959,Djibril Sow,Switzerland,SUI,MID,6.1,false,,2026-06-07 20:08:13.783269,6.1,D. Sow
960,Christian Fassnacht,Switzerland,SUI,FWD,6.1,false,,2026-06-07 20:08:13.783269,6.1,C. Fassnacht
961,Rubén Vargas,Switzerland,SUI,FWD,6.8,false,,2026-06-07 20:08:13.783269,6.8,R. Vargas
962,Eray Cömert,Switzerland,SUI,DEF,3.9,false,,2026-06-07 20:08:13.783269,3.9,E. Cömert
963,Noah Okafor,Switzerland,SUI,FWD,5.9,false,,2026-06-07 20:08:13.783269,5.9,N. Okafor
964,Michel Aebischer,Switzerland,SUI,MID,5.9,false,,2026-06-07 20:08:13.783269,5.9,M. Aebischer
965,Marvin Keller,Switzerland,SUI,GK,3.7,false,,2026-06-07 20:08:13.783269,3.7,
966,Fabian Rieder,Switzerland,SUI,MID,6.2,false,,2026-06-07 20:08:13.783269,6.2,F. Rieder
967,Zeki Amdouni,Switzerland,SUI,FWD,4.9,false,,2026-06-07 20:08:13.783269,4.9,Z. Amdouni
